start,end,text,end_sec,page
01:08:53.920,01:08:55.200,"현실적인 시간,",4135.2,6
01:08:55.280,01:08:56.540,"즉, 12시간 만에,",4136.54,6
01:08:56.560,01:08:57.500,"상당히 좋은,",4137.5,6
01:08:57.580,01:09:00.500,베이스 모델의 성능을 얻을 수 있었다고 말하고 있습니다.,4140.5,6
01:09:00.760,01:09:01.400,"자, 그래서,",4141.4,6
01:09:01.600,01:09:02.660,"기반이 되고 있는,",4142.66,6
01:09:02.700,01:09:04.660,다양한 백그라운드 논문을 소개하고 있고요.,4144.66,6
01:09:04.960,01:09:06.820,"이 중에서 Self-Attention이라고 하는 것은,",4146.82,6
01:09:06.980,01:09:08.480,"타겟 문장을 만들기 위해서,",4148.48,6
01:09:08.740,01:09:11.320,"소스 문장에서의 히든 정보를 참고하는 것이 아니라,",4151.32,6
01:09:11.680,01:09:12.960,"어떠한 문장이 있을 때,",4152.96,6
01:09:13.180,01:09:14.940,"자기 자신의 문장 스스로에게,",4154.94,6
01:09:15.040,01:09:16.060,"Attention을 수행해서,",4156.06,6
01:09:16.720,01:09:18.840,"Representation을 러닝할 수 있도록 만들어주는 게,",4158.84,6
01:09:18.920,01:09:20.440,Self-Attention Mechanism입니다.,4160.44,6
01:09:20.600,01:09:21.340,"다시 말해,",4161.34,6
01:09:21.420,01:09:22.820,"하나의 시퀀스가 있을 때,",4162.82,6
01:09:22.900,01:09:23.900,"그 시퀀스에 포함해서,",4163.9,6
01:09:23.900,01:09:26.200,"포함되어 있는 서로 다른 위치에 대한 정보가,",4166.2,6
01:09:26.240,01:09:28.940,"서로가 서로에게 가중치를 부여하도록 만들어서,",4168.94,6
01:09:29.100,01:09:31.400,"하나의 시퀀스에 대한 Representation을,",4171.4,6
01:09:31.420,01:09:32.620,"효과적으로 학습하고,",4172.62,6
01:09:32.720,01:09:34.580,표현할 수 있도록 만들어주는 것입니다.,4174.58,6
01:09:34.860,01:09:35.280,"예를 들어,",4175.28,6
01:09:35.460,01:09:37.800,"I am a teacher라는 하나의 문장이 있을 때,",4177.8,6
01:09:38.100,01:09:39.840,"4개의 단어들은 서로가 서로에게,",4179.84,6
01:09:39.940,01:09:40.860,"Attention을 수행해서,",4180.86,6
01:09:41.040,01:09:42.660,가중치를 부여하도록 할 수 있다는 거죠.,4182.66,6
01:09:42.860,01:09:43.420,"자, 그래서,",4183.42,6
01:09:43.540,01:09:44.800,"본 논문에서는 이와 같이,",4184.8,6
01:09:45.080,01:09:48.620,"Transformer는 전적으로 이러한 Attention Mechanism에 기반하는,",4188.62,6
01:09:48.800,01:09:50.060,"사실상 최초의,",4190.06,6
01:09:50.160,01:09:53.600,"시퀀스 간 변형이 가능하도록 만들어준 네트워크라고 할 수 있고,",4193.6,6
01:09:53.600,01:09:55.740,"본 논문은 이러한 아이디어를 통해서,",4195.74,6
01:09:55.800,01:09:58.080,매우 좋은 성능을 이끌어낼 수가 있었고요.,4198.08,6
01:09:58.180,01:09:59.140,"그래서 결과적으로,",4199.14,6
01:09:59.320,01:10:02.200,"비교적 최근에 나온 GPT나 BERT와 같은,",4202.2,6
01:10:02.240,01:10:03.460,"다양한 아키텍처들은,",4203.46,6
01:10:03.600,01:10:07.140,이러한 Transformer에서 제한되었던 아키텍처를 많이 따르고 있습니다.,4207.14,6
01:10:07.480,01:10:07.980,"자, 그래서,",4207.98,6
01:10:08.160,01:10:10.000,"시퀀스 간 변형 모델에 대해서,",4210.0,6
01:10:10.420,01:10:13.280,많은 아키텍처는 Encoder-Decoder 구조를 따르고 있고요.,4213.28,6
01:10:13.500,01:10:15.560,"여기에서 35번 논문 같은 경우는,",4215.56,6
01:10:15.600,01:10:18.020,원본 Sequence-to-Sequence 논문을 의미하고요.,4218.02,6
01:10:18.100,01:10:18.720,"이런 식으로,",4218.72,6
01:10:18.980,01:10:20.680,"X1부터 Xn까지,",4220.68,6
01:10:20.840,01:10:22.660,"총 N개의 토큰으로 구성된,",4222.66,6
01:10:22.780,01:10:23.580,"입력 시퀀스는,",4223.58,6
01:10:23.580,01:10:25.780,"이것을 Continuous한,",4225.78,6
01:10:25.800,01:10:27.340,"어떠한 Embedding Vector로써,",4227.34,6
01:10:27.400,01:10:28.220,"바꾸어주고,",4228.22,6
01:10:28.280,01:10:30.740,"이러한 Embedding Vector인 Z가 들어왔을 때,",4230.74,6
01:10:30.860,01:10:31.840,"이 디코더는,",4231.84,6
01:10:31.840,01:10:33.640,"Y1부터 Ym까지,",4233.64,6
01:10:33.820,01:10:35.600,"총 N개의 토큰으로 구성된,",4235.6,6
01:10:35.640,01:10:37.820,출력 문장을 만드는 방식으로 동작합니다.,4237.82,6
01:10:38.040,01:10:38.940,"이때 기본적으로,",4238.94,6
01:10:39.080,01:10:41.000,"RNN 구조를 따르고 있는 모델들은,",4241.0,6
01:10:41.120,01:10:42.260,"Auto-Regressive하게,",4242.26,6
01:10:42.400,01:10:43.780,"시퀀스의 길이만큼,",4243.78,6
01:10:43.840,01:10:46.160,네트워크의 입력에 주어지는 방식으로 동작합니다.,4246.16,6
01:10:46.340,01:10:47.000,"다시말해,",4247.0,6
01:10:47.020,01:10:49.480,"이전 단계에서 생성되었던 Symbol을 이용해서,",4249.48,6
01:10:49.760,01:10:53.000,다음번에 나올 출력 값을 만드는 방식으로 동작한다는 거죠.,4253.0,6
01:10:53.000,01:10:54.000,"엄밀히 말하면,",4254.0,6
01:10:54.100,01:10:55.600,"Transformer 또한 마찬가지로,",4255.6,6
01:10:55.600,01:10:58.080,"인코더와 디코더 파트로 구성이 되어 있으며,",4258.08,6
01:10:58.180,01:11:00.700,이러한 기본적인 아키텍처는 활용하고 있습니다.,4260.7,6
01:11:00.940,01:11:02.400,"단지 다른 점이라고 한다면,",4262.4,6
01:11:02.600,01:11:04.400,"모델을 Recurrent하게 이용하진 않고,",4264.4,6
01:11:04.780,01:11:06.320,"Attention Mechanism만 활용해서,",4266.32,6
01:11:06.500,01:11:08.360,"시퀀스에 대한 정보를 한 번에,",4268.36,6
01:11:08.380,01:11:10.960,입력으로 준다는 점이 그 특징이라고 할 수 있습니다.,4270.96,6
01:11:11.240,01:11:13.160,"자, 그래서 여기 보이는 그림이,",4273.16,10
01:11:13.160,01:11:15.380,전체 Transformer의 아키텍처라고 할 수 있는데요.,4275.38,10
01:11:15.740,01:11:16.560,"자, 이와 같이,",4276.56,10
01:11:16.700,01:11:18.460,"RNN을 사용하지 않는 대신에,",4278.46,10
01:11:18.540,01:11:21.580,"문장 내에 포함되어 있는 각각의 단어들의 위치 정보를,",4281.58,10
01:11:21.660,01:11:22.360,"인코딩해서,",4282.36,10
01:11:22.480,01:11:22.980,입력할게요.,4282.98,10
01:11:22.980,01:11:23.180,"이렇게 입력을 하기 위해,",4283.18,10
01:11:23.360,01:11:25.000,Positional Encoding을 사용하고요.,4285.0,10
01:11:25.060,01:11:27.380,"이렇게 입력 임베딩과 같은 디멘션으로,",4287.38,10
01:11:27.440,01:11:28.560,"합치기를 수행해서,",4288.56,10
01:11:28.660,01:11:32.000,이렇게 만들어진 결과를 실제 임베딩 Vector로써 사용을 하고요.,4292.0,10
01:11:32.080,01:11:32.940,"이제 얘가 이렇게,",4292.94,10
01:11:33.120,01:11:35.600,"Query, Key, Value 값으로 각각 복제가 되어,",4295.6,10
01:11:35.740,01:11:36.480,입력됩니다.,4296.48,10
01:11:36.720,01:11:38.360,"여기 보이는 Multihead Attention은,",4298.36,10
01:11:38.380,01:11:39.960,"Self Attention으로 동작을 하며,",4299.96,10
01:11:40.080,01:11:40.880,"보시는 바와 같이,",4300.88,10
01:11:40.960,01:11:42.860,Query와 Key와 Value 값이 모두 동일합니다.,4302.86,10
01:11:43.080,01:11:45.960,또한 Attention은 입력과 출력이 차원에 같다고 말씀드렸죠.,4305.96,10
01:11:46.100,01:11:46.940,"그래서 결과적으로,",4306.94,10
01:11:47.080,01:11:48.980,"이렇게 들어갈 때의 차원과,",4308.98,10
01:11:49.060,01:11:51.120,이 Attention을 나왔을 때의 차원은 동일하구요.,4311.12,10
01:11:51.340,01:11:52.020,"마찬가지로,",4312.02,10
01:11:52.020,01:11:53.600,"residual connection을 수행한 뒤에,",4313.6,10
01:11:53.640,01:11:55.180,"정규화를 수행해주고,",4315.18,10
01:11:55.220,01:11:57.000,"이렇게 Feedforward Layer를 거치고,",4317.0,10
01:11:57.120,01:11:58.800,"다시 한 번 정규화를 수행할 때까지,",4318.8,10
01:11:58.880,01:12:01.360,"전부 다 각각의 Layer에 대한 입력과 출력이,",4321.36,10
01:12:01.380,01:12:02.760,디멘션은 같다고 보시면 됩니다.,4322.76,10
01:12:02.980,01:12:04.480,"그래서 이제 이러한 과정 자체를,",4324.48,10
01:12:04.540,01:12:05.980,"총 N번만큼 반복해서,",4325.98,10
01:12:06.200,01:12:08.060,"총 N개의 Encoder Layer가,",4328.06,10
01:12:08.080,01:12:10.300,"차곡차곡 반복적으로 수행이 돼서,",4330.3,10
01:12:10.440,01:12:12.220,"마지막에 나온 그 출력 값을,",4332.22,10
01:12:12.300,01:12:12.900,"이와 같이,",4332.9,10
01:12:13.000,01:12:14.740,"매 Encoder, Decoder, Attention에서,",4334.74,10
01:12:14.820,01:12:16.960,사용할 수 있도록 만든다고 보시면 되겠습니다.,4336.96,10
01:12:17.200,01:12:18.600,"또한 이렇게 Decoder 파트에서는,",4338.6,10
01:12:18.880,01:12:20.400,"지금까지 출력된 단어만,",4340.4,10
01:12:20.400,01:12:21.860,"Attention 할 수 있도록 하기 위해서,",4341.86,10
01:12:21.860,01:12:23.180,"학습을 수행할 때,",4343.18,10
01:12:23.220,01:12:24.420,"이렇게 마스크를 씌워서,",4344.42,10
01:12:24.560,01:12:27.760,"뒤쪽에 있는 단어는 미리 알지 못하도록 막는 방식으로,",4347.76,10
01:12:27.780,01:12:30.980,모델이 정상적인 데이터만을 학습할 수 있도록 만들어주구요.,4350.98,10
01:12:31.260,01:12:32.400,"마찬가지로 여기 보이는,",4352.4,10
01:12:32.500,01:12:34.060,"이 Decoder의 첫 번째 Attention에서는,",4354.06,10
01:12:34.240,01:12:36.000,"Query와 Key, Value의 값이 같기 때문에,",4356.0,10
01:12:36.120,01:12:37.780,Self-Attention이 수행된다고 할 수 있습니다.,4357.78,10
01:12:37.980,01:12:39.340,"이렇게 두 번째 Attention에서는,",4359.34,10
01:12:39.580,01:12:41.640,"이 Query의 값이 Decoder에 있기 때문에,",4361.64,10
01:12:41.800,01:12:43.740,"각각의 출력 단어를 만들기 위해서,",4363.74,10
01:12:43.960,01:12:46.940,"이 Encoder 파트에서 어떠한 정보를 참고하면 좋은지를,",4366.94,10
01:12:47.040,01:12:48.620,Attention이 수행한다고 할 수 있는 겁니다.,4368.62,10
01:12:48.840,01:12:49.580,"즉, 다시 말해,",4369.58,10
01:12:49.620,01:12:51.080,"이 Key와 Value의 값들은,",4371.08,10
01:12:51.100,01:12:51.840,"Encoder 파트에서,",4371.84,10
01:12:51.840,01:12:52.480,받습니다.,4372.48,10
01:12:52.680,01:12:55.000,"그래서 마찬가지로 Feed-forward Layer를 거친 뒤에,",4375.0,10
01:12:55.100,01:12:56.880,"마지막에 Linear Layer를 거치고,",4376.88,10
01:12:56.920,01:12:57.980,"Softmax를 취해서,",4377.98,10
01:12:58.140,01:13:00.880,"실제로 각각의 출력 문장에 포함된 단어들이,",4380.88,10
01:13:00.980,01:13:02.860,"실제로 어떤 단어에 해당하는지,",4382.86,10
01:13:02.880,01:13:04.120,구할 수 있도록 할 수 있습니다.,4384.12,10
01:13:04.320,01:13:05.620,"또 이제 여기에서 추가적으로,",4385.62,10
01:13:05.740,01:13:07.140,"Label Smoothing을 적용해서,",4387.14,10
01:13:07.400,01:13:08.540,"정규화 효과를 더해서,",4388.54,10
01:13:08.680,01:13:10.120,성능을 더 높일 수 있습니다.,4390.12,10
01:13:10.340,01:13:12.340,"그래서 이러한 Transformer의 아키텍처는,",4392.34,10
01:13:12.400,01:13:14.640,향후 많은 논문에 영향을 미치게 되었습니다.,4394.64,10
01:13:15.160,01:13:17.020,"자, 그래서 설명했던 내용과 동일하게,",4397.02,6
01:13:17.160,01:13:18.500,"Encoder 파트는 기본적으로,",4398.5,6
01:13:18.620,01:13:20.040,"여러 번 Encoder Layer가,",4400.04,6
01:13:20.040,01:13:21.460,중첩이 되어 사용이 되구요.,4401.46,6
01:13:21.460,01:13:22.500,"보시는 바와 같이,",4402.5,6
01:13:22.540,01:13:24.080,"본 논문에서는 총 6번,",4404.08,6
01:13:24.140,01:13:25.600,"Encoder Layer를 중첩해서,",4405.6,6
01:13:25.680,01:13:26.940,사용할 수 있다고 말했구요.,4406.94,6
01:13:27.080,01:13:27.660,"이와 같이,",4407.66,6
01:13:27.680,01:13:28.980,"residual connection을 이용해서,",4408.98,6
01:13:29.180,01:13:30.680,"normalization을 거치기 전에,",4410.68,6
01:13:30.820,01:13:31.700,"그 입력 값으로,",4411.7,6
01:13:31.820,01:13:33.600,"identity mapping을 수행할 수 있도록,",4413.6,6
01:13:33.680,01:13:34.400,만들어 주었구요.,4414.4,6
01:13:34.620,01:13:35.420,"또한 이와 같이,",4415.42,6
01:13:35.560,01:13:36.780,"embedding vector의 차원은,",4416.78,6
01:13:36.800,01:13:39.060,512차원으로 설정했다고 말하고 있습니다.,4419.06,6
01:13:39.460,01:13:40.060,"마찬가지로,",4420.06,6
01:13:40.060,01:13:41.740,"Decoder에서도 총 6개의,",4421.74,6
01:13:41.740,01:13:43.660,"Decoder Layer를 쌓을 수 있도록 만들었고,",4423.66,6
01:13:43.840,01:13:45.440,"실제 구현상에서 이와 같이,",4425.44,6
01:13:45.580,01:13:47.240,"Encoder와 같은 Layer의 개수를,",4427.24,6
01:13:47.360,01:13:48.800,가지도록 만드는 경우가 많습니다.,4428.8,6
01:13:49.000,01:13:50.960,"그래서 Multi-Add Attention을 수행할 때,",4430.96,6
01:13:50.960,01:13:51.820,"Encoder의,",4431.82,6
01:13:51.840,01:13:52.860,"Output 값에 대해서,",4432.86,6
01:13:53.000,01:13:54.960,Attention을 수행할 수 있도록 만든다고 했구요.,4434.96,6
01:13:55.240,01:13:56.480,"마찬가지로 동일하게,",4436.48,6
01:13:56.560,01:13:57.800,"residual connection을 사용해서,",4437.8,6
01:13:57.980,01:13:59.260,"학습 난이도를 낮추어서,",4439.26,6
01:13:59.440,01:14:02.140,"보다 좋은 글로벌 Optima를 찾을 수 있도록,",4442.14,6
01:14:02.260,01:14:03.200,모델을 설계했습니다.,4443.2,6
01:14:03.500,01:14:04.960,"또한 Decoder 파트에서 쓰이는,",4444.96,6
01:14:05.060,01:14:06.020,"Self-Attention에서는,",4446.02,6
01:14:06.380,01:14:08.760,"이전에 등장한 단어들만 참고할 수 있는 형태로,",4448.76,6
01:14:08.860,01:14:09.620,"마스크를 씌워서,",4449.62,6
01:14:09.840,01:14:11.160,"마스크가 붙은 형태의,",4451.16,6
01:14:11.160,01:14:12.900,"Multi-Add Attention을 사용할 수 있도록,",4452.9,6
01:14:12.980,01:14:13.780,만들었다고 합니다.,4453.78,6
01:14:14.060,01:14:15.020,"자 그래서 여기에서는,",4455.02,6
01:14:15.180,01:14:17.060,Attention Mechanism에 대해 설명하고 있는데요.,4457.06,6
01:14:17.440,01:14:18.680,"이때 하나의 Query는 말 그대로,",4458.68,6
01:14:18.840,01:14:20.020,어떠한 질문을 날리는 겁니다.,4460.02,6
01:14:20.220,01:14:20.940,"특정 키의,",4460.94,6
01:14:20.940,01:14:22.420,에게 물어보는 것과 같습니다.,4462.42,6
01:14:22.660,01:14:24.860,"즉 이때 Query라고 하는 것은 말씀드렸듯이,",4464.86,6
01:14:24.860,01:14:26.540,질문을 하는 주체라고 할 수 있구요.,4466.54,6
01:14:26.680,01:14:27.460,"이때 이 키는,",4467.46,6
01:14:27.500,01:14:29.360,Attention을 수행할 대상이라고 할 수 있습니다.,4469.36,6
01:14:29.620,01:14:30.380,"예를 들어서,",4470.38,6
01:14:30.540,01:14:31.420,"사랑해라는,",4471.42,6
01:14:31.480,01:14:33.220,"하나의 단어가 생성되기 위해서,",4473.22,6
01:14:33.480,01:14:34.560,"I love you라는,",4474.56,6
01:14:34.680,01:14:36.480,"문장에 포함된 단어들 중에,",4476.48,6
01:14:36.680,01:14:39.820,"어떤 단어가 가장 중요했는지를 물어보는 방식으로,",4479.82,6
01:14:39.920,01:14:41.020,"각각의 Query가,",4481.02,6
01:14:41.100,01:14:41.860,"키에 대해서,",4481.86,6
01:14:42.020,01:14:44.360,Attention을 수행하는 Mechanism으로 이해할 수 있습니다.,4484.36,6
01:14:44.580,01:14:46.160,"그래서 여기 보이는 그림이,",4486.16,10
01:14:46.180,01:14:47.740,"실제로 Multi-Add Attention을,",4487.74,10
01:14:47.760,01:14:49.080,잘 설명하고 있는 그림이구요.,4489.08,10
01:14:49.260,01:14:50.580,"이러한 Multi-Add Attention은,",4490.58,10
01:14:50.580,01:14:52.800,"각각의 인코더와 디코더 레이어에서,",4492.8,10
01:14:52.940,01:14:53.680,사용된다고 했습니다.,4493.68,10
01:14:54.000,01:14:55.360,"이때 Multi-Add Attention은,",4495.36,10
01:14:55.380,01:14:55.980,"내부적으로,",4495.98,10
01:14:56.120,01:14:58.060,Scaled.Product Attention을 가지고 있는데요.,4498.06,10
01:14:58.380,01:15:00.500,얘는 바로 왼쪽에 있는 그림과 같이 생겼습니다.,4500.5,10
01:15:00.840,01:15:01.300,"자 이때 이렇게,",4501.3,10
01:15:01.580,01:15:03.200,"Query와 키와 Value가 들어오게 되면,",4503.2,10
01:15:03.440,01:15:04.480,"각각의 Query가,",4504.48,10
01:15:04.500,01:15:05.140,"이 키에 대해서,",4505.14,10
01:15:05.420,01:15:07.040,"질문을 하는 내용이 바로 이렇게,",4507.04,10
01:15:07.300,01:15:08.800,행렬 고부로 이루어지구요.,4508.8,10
01:15:08.980,01:15:09.340,"또한,",4509.34,10
01:15:09.340,01:15:10.920,"Softmax에 들어가는 값에 대해서,",4510.92,10
01:15:11.120,01:15:12.100,"스케일링을 하기 위해,",4512.1,10
01:15:12.240,01:15:13.440,Scale Layer를 포함합니다.,4513.44,10
01:15:13.720,01:15:14.800,"이때 Scale Layer는,",4514.8,10
01:15:14.900,01:15:16.540,"여기 들어오는 키의 차원에,",4516.54,10
01:15:16.600,01:15:17.800,"루트를 씌운 값을,",4517.8,10
01:15:17.840,01:15:19.280,나눠줄 수 있는 형태로 사용합니다.,4519.28,10
01:15:19.500,01:15:20.560,"또한 이렇게 MaskValue,",4520.56,10
01:15:20.580,01:15:21.400,"Vector 같은 경우는,",4521.4,10
01:15:21.400,01:15:22.240,"필요할 때,",4522.24,10
01:15:22.300,01:15:23.100,사용을 하고요.,4523.1,10
01:15:23.240,01:15:24.160,"그래서 이와 같이,",4524.16,10
01:15:24.240,01:15:25.280,"Softmax를 취해서,",4525.28,10
01:15:25.400,01:15:26.380,"각각의 키에 대해서,",4526.38,10
01:15:26.660,01:15:28.300,"얼마나 중요한지에 대한 값을,",4528.3,10
01:15:28.420,01:15:30.280,"확률 형태로 표현할 수 있도록 한 뒤에,",4530.28,10
01:15:30.560,01:15:32.100,"이제 그러한 확률 값을 각각,",4532.1,10
01:15:32.100,01:15:33.300,"실제 Value와 곱해서,",4533.3,10
01:15:33.600,01:15:34.760,"Attention Value 값을,",4534.76,10
01:15:34.820,01:15:35.760,만들어 낼 수 있는 겁니다.,4535.76,10
01:15:36.040,01:15:37.080,"이제 이러한 과정들이,",4537.08,10
01:15:37.160,01:15:38.240,"각각의 Head마다,",4538.24,10
01:15:38.240,01:15:39.880,"서로 다르게 이루어진 뒤에,",4539.88,10
01:15:40.080,01:15:41.520,"다시 이렇게 결과를 합쳐서,",4541.52,10
01:15:41.700,01:15:43.060,"Linear Layer를 거친 뒤에,",4543.06,10
01:15:43.300,01:15:44.860,Output 값을 내보낸다고 할 수 있습니다.,4544.86,10
01:15:45.280,01:15:46.700,"자 이때 실제 구현상으로는,",4546.7,10
01:15:46.780,01:15:48.080,"이렇게 입력 값이 들어왔을 때,",4548.08,10
01:15:48.200,01:15:49.020,"입력 값은,",4549.02,10
01:15:49.080,01:15:49.800,"이 V와,",4549.8,10
01:15:49.800,01:15:50.460,"K와,",4550.46,10
01:15:50.460,01:15:51.280,"Key에 대해서,",4551.28,10
01:15:51.360,01:15:52.420,"각각 복제가 되어서,",4552.42,10
01:15:52.500,01:15:53.460,"들어가도록 할 수 있고,",4553.46,10
01:15:53.760,01:15:54.120,"이때,",4554.12,10
01:15:54.300,01:15:55.780,"각각의 Linear Layer는,",4555.78,10
01:15:55.840,01:15:56.760,"Embedding 차원을,",4556.76,10
01:15:56.800,01:15:59.140,"Key, Query, Value의 차원으로 바꿔줍니다.",4559.14,10
01:15:59.360,01:16:00.980,"이제 그렇게 나온 값들을 각각,",4560.98,10
01:16:00.980,01:16:02.140,"Attention을 수행한 뒤에,",4562.14,10
01:16:02.360,01:16:03.560,"동일한 차원이 나오게 되면,",4563.56,10
01:16:03.680,01:16:05.000,"다시 얘네들을 묶어주어서,",4565.0,10
01:16:05.200,01:16:06.840,"기존의 Embedding 차원과 결과적으로,",4566.84,10
01:16:07.000,01:16:08.040,"같은 차원이 될 수 있도록,",4568.04,10
01:16:08.080,01:16:08.820,만들어 준다는 거죠.,4568.82,10
01:16:09.000,01:16:10.680,"또한 여기에서 실제로 구현할 때는,",4570.68,10
01:16:10.980,01:16:11.580,"예를 들어서,",4571.58,10
01:16:11.960,01:16:13.660,"이렇게 입력으로 들어오는 Embedding 차원이,",4573.66,10
01:16:13.760,01:16:14.800,"512라고 하고,",4574.8,10
01:16:15.100,01:16:16.600,"이 H가 8이라고 한다면,",4576.6,10
01:16:16.900,01:16:18.100,"각각의 Linear Layer는,",4578.1,10
01:16:18.140,01:16:19.780,64차원으로 Mapping을 해준다는 거죠.,4579.78,10
01:16:19.780,01:16:22.240,"다만 여기에서 실제로 구현할 때는,",4582.24,10
01:16:22.320,01:16:24.200,"그냥 512 곱하기 512로,",4584.2,10
01:16:24.240,01:16:26.760,"병렬적으로 그냥 한 번에 행렬급을 구한 뒤에,",4586.76,10
01:16:26.820,01:16:27.880,"그 결과 값을,",4587.88,10
01:16:27.940,01:16:29.900,8개로 쪼개서 사용할 수도 있습니다.,4589.9,10
01:16:30.200,01:16:32.440,"자 그래서 실제로 Attention Mechanism에서,",4592.44,6
01:16:32.500,01:16:33.120,"핵심이 되는,",4593.12,6
01:16:33.240,01:16:34.820,"Scaled.ProductAttention에 대해서,",4594.82,6
01:16:35.000,01:16:35.620,설명하고 있는데요.,4595.62,6
01:16:36.020,01:16:37.040,"자 확인해 보시면 이렇게,",4597.04,6
01:16:37.180,01:16:38.520,"실제로는 행렬 형태로,",4598.52,6
01:16:38.640,01:16:40.580,"한 번에 Query와 Key들을 묶어서,",4600.58,6
01:16:40.760,01:16:42.520,병렬적으로 계산할 수가 있고요.,4602.52,6
01:16:42.900,01:16:44.380,"말씀드린 내용과 마찬가지로,",4604.38,6
01:16:44.460,01:16:46.120,먼저 Query랑 Key랑 곱하고요.,4606.12,6
01:16:46.220,01:16:49.140,"이때 Query와 Key는 기본적으로 차원이 같도록 만들어서,",4609.14,6
01:16:49.240,01:16:49.760,"이와 같이,",4609.76,6
01:16:49.760,01:16:51.380,곱셈이 수행될 수 있도록 만듭니다.,4611.38,6
01:16:51.400,01:16:52.080,"이제 그래서,",4612.08,6
01:16:52.220,01:16:53.960,"Scale Factor만큼 나눠준 뒤에,",4613.96,6
01:16:54.020,01:16:54.980,"확률 값을 구하고,",4614.98,6
01:16:55.100,01:16:55.800,"얘를 실제로,",4615.8,6
01:16:56.000,01:16:57.000,"이 Value 값과,",4617.0,6
01:16:57.080,01:16:58.760,행렬급을 수행할 수 있다고 했죠.,4618.76,6
01:16:58.960,01:17:00.540,"자 그래서 이러한 방식은,",4620.54,6
01:17:00.620,01:17:03.100,Additive Attention과는 약간 구별되는 방식인데요.,4623.1,6
01:17:03.460,01:17:04.540,"바로 여기 확인해 보시면 이렇게,",4624.54,6
01:17:04.880,01:17:06.600,"Key랑 Query를 그냥 곱해가지고,",4626.6,6
01:17:06.780,01:17:08.160,한 번에 Attention을 구할 수가 있습니다.,4628.16,6
01:17:08.500,01:17:09.920,"사실 우리가 앞서 확인했던,",4629.92,6
01:17:10.180,01:17:11.460,"Sequence to Sequence에,",4631.46,6
01:17:11.520,01:17:13.080,"Attention Mechanism을 활용했을 때는,",4633.08,6
01:17:13.260,01:17:14.300,"이 Query와 Key가,",4634.3,6
01:17:14.380,01:17:15.680,"특정한 행렬급에,",4635.68,6
01:17:15.720,01:17:17.900,함께 입력되는 형태로 동작을 했었는데요.,4637.9,6
01:17:18.100,01:17:18.680,"여기서는 그냥,",4638.68,6
01:17:18.680,01:17:20.080,"Query와 Key를 바로,",4640.08,6
01:17:20.160,01:17:21.520,"서로 곱하도록 만들어서,",4641.52,6
01:17:21.660,01:17:24.460,Not Product Attention 형태로 사용했다고 볼 수 있고요.,4644.46,6
01:17:24.680,01:17:25.700,"논문에선 이와 같이,",4645.7,6
01:17:25.800,01:17:27.620,"Not Product Attention을 사용했을 때,",4647.62,6
01:17:27.720,01:17:30.160,"단순히 내적을 이용해서 Attention을 수행하는 것이,",4650.16,6
01:17:30.280,01:17:31.700,"Practically 빠르고,",4651.7,6
01:17:31.780,01:17:33.440,공간 효율적이었다고 말하고 있습니다.,4653.44,6
01:17:33.660,01:17:34.180,"또한 이렇게,",4654.18,6
01:17:34.460,01:17:36.060,"내적을 이용하는 방식인 경우,",4656.06,6
01:17:36.320,01:17:37.360,"스케일링을 하지 않으면,",4657.36,6
01:17:37.500,01:17:38.960,결과가 많이 안 좋았다고 하는데요.,4658.96,6
01:17:39.260,01:17:40.840,"본 논문에서는 그러한 이유를,",4660.84,6
01:17:40.920,01:17:42.520,다음과 같이 추측하고 있습니다.,4662.52,6
01:17:42.860,01:17:44.480,"바로 Softmax 같은 경우는,",4664.48,6
01:17:44.640,01:17:45.740,"이 중간 부분이,",4665.74,6
01:17:45.940,01:17:47.560,"Gradient가 상대적으로 크고,",4667.56,6
01:17:47.760,01:17:48.660,"Side로 가면,",4668.66,6
01:17:48.660,01:17:50.340,"갈수록 Gradient가 작아지는,",4670.34,6
01:17:50.400,01:17:51.520,특징을 가지고 있는데요.,4671.52,6
01:17:51.800,01:17:52.600,"그렇기 때문에,",4672.6,6
01:17:52.640,01:17:53.900,"값이 너무 커지거나 하면,",4673.9,6
01:17:54.140,01:17:55.960,"너무 Gradient가 작아질 수 있어서,",4675.96,6
01:17:56.100,01:17:57.260,학습이 잘 안 될 수가 있겠죠.,4677.26,6
01:17:57.460,01:17:58.160,"그렇기 때문에,",4678.16,6
01:17:58.300,01:18:00.420,"특정 Scale Factor만큼 곱해주어서,",4680.42,6
01:18:00.600,01:18:01.780,"값을 작게 만들어,",4681.78,6
01:18:01.940,01:18:03.980,학습이 잘 이루어질 수 있도록 만드는 것입니다.,4683.98,6
01:18:04.200,01:18:05.280,"또한 말씀드렸듯이,",4685.28,6
01:18:05.300,01:18:06.640,"기존의 Embedding 차원을,",4686.64,6
01:18:06.660,01:18:07.900,"D-Model이라고 했을 때,",4687.9,6
01:18:08.040,01:18:09.180,"얘를 H만큼,",4689.18,6
01:18:09.260,01:18:10.720,"즉, Head의 개수만큼 나누어서,",4690.72,6
01:18:10.880,01:18:12.100,"각각 Key나 Value,",4692.1,6
01:18:12.320,01:18:13.000,"Query와 같은,",4693.0,6
01:18:13.120,01:18:14.740,차원들을 결정할 수 있다고 했고요.,4694.74,6
01:18:14.920,01:18:16.420,"이러한 Vector들은 나중에 다시,",4696.42,6
01:18:16.660,01:18:17.760,"이어붙여지기 때문에,",4697.76,6
